Code,Name,Panel,
p23587_i1,Free Cholesterol to Total Lipids in Very Large VLDL percentage,Instance 1,Free Cholesterol to Total Lipids in Very Large VLDL percentage | Instance 1
p23588_i0,Triglycerides to Total Lipids in Very Large VLDL percentage,Instance 0,Triglycerides to Total Lipids in Very Large VLDL percentage | Instance 0
p23588_i1,Triglycerides to Total Lipids in Very Large VLDL percentage,Instance 1,Triglycerides to Total Lipids in Very Large VLDL percentage | Instance 1
p23589_i0,Phospholipids to Total Lipids in Large VLDL percentage,Instance 0,Phospholipids to Total Lipids in Large VLDL percentage | Instance 0
p23589_i1,Phospholipids to Total Lipids in Large VLDL percentage,Instance 1,Phospholipids to Total Lipids in Large VLDL percentage | Instance 1
p23590_i0,Cholesterol to Total Lipids in Large VLDL percentage,Instance 0,Cholesterol to Total Lipids in Large VLDL percentage | Instance 0
p23590_i1,Cholesterol to Total Lipids in Large VLDL percentage,Instance 1,Cholesterol to Total Lipids in Large VLDL percentage | Instance 1
p23591_i0,Cholesteryl Esters to Total Lipids in Large VLDL percentage,Instance 0,Cholesteryl Esters to Total Lipids in Large VLDL percentage | Instance 0
p23591_i1,Cholesteryl Esters to Total Lipids in Large VLDL percentage,Instance 1,Cholesteryl Esters to Total Lipids in Large VLDL percentage | Instance 1
p23592_i0,Free Cholesterol to Total Lipids in Large VLDL percentage,Instance 0,Free Cholesterol to Total Lipids in Large VLDL percentage | Instance 0
p23592_i1,Free Cholesterol to Total Lipids in Large VLDL percentage,Instance 1,Free Cholesterol to Total Lipids in Large VLDL percentage | Instance 1
p23593_i0,Triglycerides to Total Lipids in Large VLDL percentage,Instance 0,Triglycerides to Total Lipids in Large VLDL percentage | Instance 0
p23593_i1,Triglycerides to Total Lipids in Large VLDL percentage,Instance 1,Triglycerides to Total Lipids in Large VLDL percentage | Instance 1
p23594_i0,Phospholipids to Total Lipids in Medium VLDL percentage,Instance 0,Phospholipids to Total Lipids in Medium VLDL percentage | Instance 0
p23594_i1,Phospholipids to Total Lipids in Medium VLDL percentage,Instance 1,Phospholipids to Total Lipids in Medium VLDL percentage | Instance 1
p23595_i0,Cholesterol to Total Lipids in Medium VLDL percentage,Instance 0,Cholesterol to Total Lipids in Medium VLDL percentage | Instance 0
p23595_i1,Cholesterol to Total Lipids in Medium VLDL percentage,Instance 1,Cholesterol to Total Lipids in Medium VLDL percentage | Instance 1
p23596_i0,Cholesteryl Esters to Total Lipids in Medium VLDL percentage,Instance 0,Cholesteryl Esters to Total Lipids in Medium VLDL percentage | Instance 0
p23596_i1,Cholesteryl Esters to Total Lipids in Medium VLDL percentage,Instance 1,Cholesteryl Esters to Total Lipids in Medium VLDL percentage | Instance 1
p23597_i0,Free Cholesterol to Total Lipids in Medium VLDL percentage,Instance 0,Free Cholesterol to Total Lipids in Medium VLDL percentage | Instance 0
p23597_i1,Free Cholesterol to Total Lipids in Medium VLDL percentage,Instance 1,Free Cholesterol to Total Lipids in Medium VLDL percentage | Instance 1
p23598_i0,Triglycerides to Total Lipids in Medium VLDL percentage,Instance 0,Triglycerides to Total Lipids in Medium VLDL percentage | Instance 0
p23598_i1,Triglycerides to Total Lipids in Medium VLDL percentage,Instance 1,Triglycerides to Total Lipids in Medium VLDL percentage | Instance 1
p23599_i0,Phospholipids to Total Lipids in Small VLDL percentage,Instance 0,Phospholipids to Total Lipids in Small VLDL percentage | Instance 0
p23599_i1,Phospholipids to Total Lipids in Small VLDL percentage,Instance 1,Phospholipids to Total Lipids in Small VLDL percentage | Instance 1
p23600_i0,Cholesterol to Total Lipids in Small VLDL percentage,Instance 0,Cholesterol to Total Lipids in Small VLDL percentage | Instance 0
p23600_i1,Cholesterol to Total Lipids in Small VLDL percentage,Instance 1,Cholesterol to Total Lipids in Small VLDL percentage | Instance 1
p23601_i0,Cholesteryl Esters to Total Lipids in Small VLDL percentage,Instance 0,Cholesteryl Esters to Total Lipids in Small VLDL percentage | Instance 0
p23601_i1,Cholesteryl Esters to Total Lipids in Small VLDL percentage,Instance 1,Cholesteryl Esters to Total Lipids in Small VLDL percentage | Instance 1
p23602_i0,Free Cholesterol to Total Lipids in Small VLDL percentage,Instance 0,Free Cholesterol to Total Lipids in Small VLDL percentage | Instance 0
p23602_i1,Free Cholesterol to Total Lipids in Small VLDL percentage,Instance 1,Free Cholesterol to Total Lipids in Small VLDL percentage | Instance 1
p23603_i0,Triglycerides to Total Lipids in Small VLDL percentage,Instance 0,Triglycerides to Total Lipids in Small VLDL percentage | Instance 0
p23603_i1,Triglycerides to Total Lipids in Small VLDL percentage,Instance 1,Triglycerides to Total Lipids in Small VLDL percentage | Instance 1
p23604_i0,Phospholipids to Total Lipids in Very Small VLDL percentage,Instance 0,Phospholipids to Total Lipids in Very Small VLDL percentage | Instance 0
p23604_i1,Phospholipids to Total Lipids in Very Small VLDL percentage,Instance 1,Phospholipids to Total Lipids in Very Small VLDL percentage | Instance 1
p23605_i0,Cholesterol to Total Lipids in Very Small VLDL percentage,Instance 0,Cholesterol to Total Lipids in Very Small VLDL percentage | Instance 0
p23605_i1,Cholesterol to Total Lipids in Very Small VLDL percentage,Instance 1,Cholesterol to Total Lipids in Very Small VLDL percentage | Instance 1
p23606_i0,Cholesteryl Esters to Total Lipids in Very Small VLDL percentage,Instance 0,Cholesteryl Esters to Total Lipids in Very Small VLDL percentage | Instance 0
p23606_i1,Cholesteryl Esters to Total Lipids in Very Small VLDL percentage,Instance 1,Cholesteryl Esters to Total Lipids in Very Small VLDL percentage | Instance 1
p23607_i0,Free Cholesterol to Total Lipids in Very Small VLDL percentage,Instance 0,Free Cholesterol to Total Lipids in Very Small VLDL percentage | Instance 0
p23607_i1,Free Cholesterol to Total Lipids in Very Small VLDL percentage,Instance 1,Free Cholesterol to Total Lipids in Very Small VLDL percentage | Instance 1
p23608_i0,Triglycerides to Total Lipids in Very Small VLDL percentage,Instance 0,Triglycerides to Total Lipids in Very Small VLDL percentage | Instance 0
p23608_i1,Triglycerides to Total Lipids in Very Small VLDL percentage,Instance 1,Triglycerides to Total Lipids in Very Small VLDL percentage | Instance 1
p23609_i0,Phospholipids to Total Lipids in IDL percentage,Instance 0,Phospholipids to Total Lipids in IDL percentage | Instance 0
p23609_i1,Phospholipids to Total Lipids in IDL percentage,Instance 1,Phospholipids to Total Lipids in IDL percentage | Instance 1
p23610_i0,Cholesterol to Total Lipids in IDL percentage,Instance 0,Cholesterol to Total Lipids in IDL percentage | Instance 0
p23610_i1,Cholesterol to Total Lipids in IDL percentage,Instance 1,Cholesterol to Total Lipids in IDL percentage | Instance 1
p23611_i0,Cholesteryl Esters to Total Lipids in IDL percentage,Instance 0,Cholesteryl Esters to Total Lipids in IDL percentage | Instance 0
p23611_i1,Cholesteryl Esters to Total Lipids in IDL percentage,Instance 1,Cholesteryl Esters to Total Lipids in IDL percentage | Instance 1
p23612_i0,Free Cholesterol to Total Lipids in IDL percentage,Instance 0,Free Cholesterol to Total Lipids in IDL percentage | Instance 0
p23612_i1,Free Cholesterol to Total Lipids in IDL percentage,Instance 1,Free Cholesterol to Total Lipids in IDL percentage | Instance 1
p23613_i0,Triglycerides to Total Lipids in IDL percentage,Instance 0,Triglycerides to Total Lipids in IDL percentage | Instance 0
p23613_i1,Triglycerides to Total Lipids in IDL percentage,Instance 1,Triglycerides to Total Lipids in IDL percentage | Instance 1
p23614_i0,Phospholipids to Total Lipids in Large LDL percentage,Instance 0,Phospholipids to Total Lipids in Large LDL percentage | Instance 0
p23614_i1,Phospholipids to Total Lipids in Large LDL percentage,Instance 1,Phospholipids to Total Lipids in Large LDL percentage | Instance 1
p23615_i0,Cholesterol to Total Lipids in Large LDL percentage,Instance 0,Cholesterol to Total Lipids in Large LDL percentage | Instance 0
p23615_i1,Cholesterol to Total Lipids in Large LDL percentage,Instance 1,Cholesterol to Total Lipids in Large LDL percentage | Instance 1
p23616_i0,Cholesteryl Esters to Total Lipids in Large LDL percentage,Instance 0,Cholesteryl Esters to Total Lipids in Large LDL percentage | Instance 0
p23616_i1,Cholesteryl Esters to Total Lipids in Large LDL percentage,Instance 1,Cholesteryl Esters to Total Lipids in Large LDL percentage | Instance 1
p23617_i0,Free Cholesterol to Total Lipids in Large LDL percentage,Instance 0,Free Cholesterol to Total Lipids in Large LDL percentage | Instance 0
p23617_i1,Free Cholesterol to Total Lipids in Large LDL percentage,Instance 1,Free Cholesterol to Total Lipids in Large LDL percentage | Instance 1
p23618_i0,Triglycerides to Total Lipids in Large LDL percentage,Instance 0,Triglycerides to Total Lipids in Large LDL percentage | Instance 0
p23618_i1,Triglycerides to Total Lipids in Large LDL percentage,Instance 1,Triglycerides to Total Lipids in Large LDL percentage | Instance 1
p23619_i0,Phospholipids to Total Lipids in Medium LDL percentage,Instance 0,Phospholipids to Total Lipids in Medium LDL percentage | Instance 0
p23619_i1,Phospholipids to Total Lipids in Medium LDL percentage,Instance 1,Phospholipids to Total Lipids in Medium LDL percentage | Instance 1
p23620_i0,Cholesterol to Total Lipids in Medium LDL percentage,Instance 0,Cholesterol to Total Lipids in Medium LDL percentage | Instance 0
p23620_i1,Cholesterol to Total Lipids in Medium LDL percentage,Instance 1,Cholesterol to Total Lipids in Medium LDL percentage | Instance 1
p23621_i0,Cholesteryl Esters to Total Lipids in Medium LDL percentage,Instance 0,Cholesteryl Esters to Total Lipids in Medium LDL percentage | Instance 0
p23621_i1,Cholesteryl Esters to Total Lipids in Medium LDL percentage,Instance 1,Cholesteryl Esters to Total Lipids in Medium LDL percentage | Instance 1
p23622_i0,Free Cholesterol to Total Lipids in Medium LDL percentage,Instance 0,Free Cholesterol to Total Lipids in Medium LDL percentage | Instance 0
p23622_i1,Free Cholesterol to Total Lipids in Medium LDL percentage,Instance 1,Free Cholesterol to Total Lipids in Medium LDL percentage | Instance 1
p23623_i0,Triglycerides to Total Lipids in Medium LDL percentage,Instance 0,Triglycerides to Total Lipids in Medium LDL percentage | Instance 0
p23623_i1,Triglycerides to Total Lipids in Medium LDL percentage,Instance 1,Triglycerides to Total Lipids in Medium LDL percentage | Instance 1
p23624_i0,Phospholipids to Total Lipids in Small LDL percentage,Instance 0,Phospholipids to Total Lipids in Small LDL percentage | Instance 0
p23624_i1,Phospholipids to Total Lipids in Small LDL percentage,Instance 1,Phospholipids to Total Lipids in Small LDL percentage | Instance 1
p23625_i0,Cholesterol to Total Lipids in Small LDL percentage,Instance 0,Cholesterol to Total Lipids in Small LDL percentage | Instance 0
p23625_i1,Cholesterol to Total Lipids in Small LDL percentage,Instance 1,Cholesterol to Total Lipids in Small LDL percentage | Instance 1
p23626_i0,Cholesteryl Esters to Total Lipids in Small LDL percentage,Instance 0,Cholesteryl Esters to Total Lipids in Small LDL percentage | Instance 0
p23626_i1,Cholesteryl Esters to Total Lipids in Small LDL percentage,Instance 1,Cholesteryl Esters to Total Lipids in Small LDL percentage | Instance 1
p23627_i0,Free Cholesterol to Total Lipids in Small LDL percentage,Instance 0,Free Cholesterol to Total Lipids in Small LDL percentage | Instance 0
p23627_i1,Free Cholesterol to Total Lipids in Small LDL percentage,Instance 1,Free Cholesterol to Total Lipids in Small LDL percentage | Instance 1
p23628_i0,Triglycerides to Total Lipids in Small LDL percentage,Instance 0,Triglycerides to Total Lipids in Small LDL percentage | Instance 0
p23628_i1,Triglycerides to Total Lipids in Small LDL percentage,Instance 1,Triglycerides to Total Lipids in Small LDL percentage | Instance 1
p23629_i0,Phospholipids to Total Lipids in Very Large HDL percentage,Instance 0,Phospholipids to Total Lipids in Very Large HDL percentage | Instance 0
p23629_i1,Phospholipids to Total Lipids in Very Large HDL percentage,Instance 1,Phospholipids to Total Lipids in Very Large HDL percentage | Instance 1
p23630_i0,Cholesterol to Total Lipids in Very Large HDL percentage,Instance 0,Cholesterol to Total Lipids in Very Large HDL percentage | Instance 0
p23630_i1,Cholesterol to Total Lipids in Very Large HDL percentage,Instance 1,Cholesterol to Total Lipids in Very Large HDL percentage | Instance 1
p23631_i0,Cholesteryl Esters to Total Lipids in Very Large HDL percentage,Instance 0,Cholesteryl Esters to Total Lipids in Very Large HDL percentage | Instance 0
p23631_i1,Cholesteryl Esters to Total Lipids in Very Large HDL percentage,Instance 1,Cholesteryl Esters to Total Lipids in Very Large HDL percentage | Instance 1
p23632_i0,Free Cholesterol to Total Lipids in Very Large HDL percentage,Instance 0,Free Cholesterol to Total Lipids in Very Large HDL percentage | Instance 0
p23632_i1,Free Cholesterol to Total Lipids in Very Large HDL percentage,Instance 1,Free Cholesterol to Total Lipids in Very Large HDL percentage | Instance 1
p23633_i0,Triglycerides to Total Lipids in Very Large HDL percentage,Instance 0,Triglycerides to Total Lipids in Very Large HDL percentage | Instance 0
p23633_i1,Triglycerides to Total Lipids in Very Large HDL percentage,Instance 1,Triglycerides to Total Lipids in Very Large HDL percentage | Instance 1
p23634_i0,Phospholipids to Total Lipids in Large HDL percentage,Instance 0,Phospholipids to Total Lipids in Large HDL percentage | Instance 0
p23634_i1,Phospholipids to Total Lipids in Large HDL percentage,Instance 1,Phospholipids to Total Lipids in Large HDL percentage | Instance 1
p23635_i0,Cholesterol to Total Lipids in Large HDL percentage,Instance 0,Cholesterol to Total Lipids in Large HDL percentage | Instance 0
p23635_i1,Cholesterol to Total Lipids in Large HDL percentage,Instance 1,Cholesterol to Total Lipids in Large HDL percentage | Instance 1
p23636_i0,Cholesteryl Esters to Total Lipids in Large HDL percentage,Instance 0,Cholesteryl Esters to Total Lipids in Large HDL percentage | Instance 0
p23636_i1,Cholesteryl Esters to Total Lipids in Large HDL percentage,Instance 1,Cholesteryl Esters to Total Lipids in Large HDL percentage | Instance 1
p23637_i0,Free Cholesterol to Total Lipids in Large HDL percentage,Instance 0,Free Cholesterol to Total Lipids in Large HDL percentage | Instance 0
p23637_i1,Free Cholesterol to Total Lipids in Large HDL percentage,Instance 1,Free Cholesterol to Total Lipids in Large HDL percentage | Instance 1
p23638_i0,Triglycerides to Total Lipids in Large HDL percentage,Instance 0,Triglycerides to Total Lipids in Large HDL percentage | Instance 0
p23638_i1,Triglycerides to Total Lipids in Large HDL percentage,Instance 1,Triglycerides to Total Lipids in Large HDL percentage | Instance 1
p23639_i0,Phospholipids to Total Lipids in Medium HDL percentage,Instance 0,Phospholipids to Total Lipids in Medium HDL percentage | Instance 0
p23639_i1,Phospholipids to Total Lipids in Medium HDL percentage,Instance 1,Phospholipids to Total Lipids in Medium HDL percentage | Instance 1
p23640_i0,Cholesterol to Total Lipids in Medium HDL percentage,Instance 0,Cholesterol to Total Lipids in Medium HDL percentage | Instance 0
p23640_i1,Cholesterol to Total Lipids in Medium HDL percentage,Instance 1,Cholesterol to Total Lipids in Medium HDL percentage | Instance 1
p23641_i0,Cholesteryl Esters to Total Lipids in Medium HDL percentage,Instance 0,Cholesteryl Esters to Total Lipids in Medium HDL percentage | Instance 0
p23641_i1,Cholesteryl Esters to Total Lipids in Medium HDL percentage,Instance 1,Cholesteryl Esters to Total Lipids in Medium HDL percentage | Instance 1
p23642_i0,Free Cholesterol to Total Lipids in Medium HDL percentage,Instance 0,Free Cholesterol to Total Lipids in Medium HDL percentage | Instance 0
p23642_i1,Free Cholesterol to Total Lipids in Medium HDL percentage,Instance 1,Free Cholesterol to Total Lipids in Medium HDL percentage | Instance 1
p23643_i0,Triglycerides to Total Lipids in Medium HDL percentage,Instance 0,Triglycerides to Total Lipids in Medium HDL percentage | Instance 0
p23643_i1,Triglycerides to Total Lipids in Medium HDL percentage,Instance 1,Triglycerides to Total Lipids in Medium HDL percentage | Instance 1
p23644_i0,Phospholipids to Total Lipids in Small HDL percentage,Instance 0,Phospholipids to Total Lipids in Small HDL percentage | Instance 0
p23644_i1,Phospholipids to Total Lipids in Small HDL percentage,Instance 1,Phospholipids to Total Lipids in Small HDL percentage | Instance 1
p23645_i0,Cholesterol to Total Lipids in Small HDL percentage,Instance 0,Cholesterol to Total Lipids in Small HDL percentage | Instance 0
p23645_i1,Cholesterol to Total Lipids in Small HDL percentage,Instance 1,Cholesterol to Total Lipids in Small HDL percentage | Instance 1
p23646_i0,Cholesteryl Esters to Total Lipids in Small HDL percentage,Instance 0,Cholesteryl Esters to Total Lipids in Small HDL percentage | Instance 0
p23646_i1,Cholesteryl Esters to Total Lipids in Small HDL percentage,Instance 1,Cholesteryl Esters to Total Lipids in Small HDL percentage | Instance 1
p23647_i0,Free Cholesterol to Total Lipids in Small HDL percentage,Instance 0,Free Cholesterol to Total Lipids in Small HDL percentage | Instance 0
p23647_i1,Free Cholesterol to Total Lipids in Small HDL percentage,Instance 1,Free Cholesterol to Total Lipids in Small HDL percentage | Instance 1
p23648_i0,Triglycerides to Total Lipids in Small HDL percentage,Instance 0,Triglycerides to Total Lipids in Small HDL percentage | Instance 0
